,REGISTRO_ANCINE,RAZAO_SOCIAL,EMPRESA_ASSOCIADA
4664,4962,MARIOLA FILMES E PRODUÇÕES LTDA.,INQUIETUDE BRENNAND FORTES PRODUÇÕES CULTURAIS LTDA.
4665,257,BROS PRODUÇOES LTDA,"TOURNAGE PRODUÇÃO, PROPAGANDA E PUBLICIDADE LTDA"
4666,36999,CINE ELI SP CINEMAS LTDA,EMELI PARTICIPAÇÕES EIRELI
4667,2872,EMPRESA CENTERPLEX DE CINEMAS LTDA,EMELI PARTICIPAÇÕES EIRELI
4668,46111,CAMILA ANGELINA ZIVIANI SERVICOS DE AUDIOVISUAL LTDA,CAMILA ANGELINA ZIVIANI
4669,45511,ICONOCLAST PRODUÇÕES AUDIOVISUAIS LTDA,SUPER BEBÊ EIRELI - EPP
4670,49153,O. A. EVENTOS LTDA,TELEVISAO SUL DE MINAS S/A
4671,25113,ZOOMOO PROGRAMADORA SA.,"LIGHTBULB FILMES, CRIAÇÕES E PRODUÇÕES LTDA. - ME"
4672,39468,GARDENIA PARTICIPAÇÕES LTDA,"LIGHTBULB FILMES, CRIAÇÕES E PRODUÇÕES LTDA. - ME"
4673,24312,PANCULTURAL EVENTOS E PROJETOS CULTURAIS LTDA,PAN EVENTOS E PROJETOS CULTURAIS LTDA
4674,19200,ARTMA AUDIOVISUAL LTDA,ZUTA COMUNICAÇÃO LTDA
4675,1066,CENTRO DE CULTURA INFORMACAO E MEIO AMBIENTE,CINEMA DO RIO CULTURA E EVENTOS LTDA
4676,22776,REVELAÇÃO PRODUÇÕES ARTÍSTICAS LTDA,AUDIOMIX RECORDS E MIDIA LTDA
4677,5511,JANE MARY E ASSOCIADOS LTDA,MEGA COMERCIO E SERVIÇOS LTDA
4678,33157,VIRA LATA FINALIZACAO EIRELI - ME,VIRA LATAO PRODUCOES LTDA
4679,108,LILIAN DOMINGUES MENDES DA SILVA - EPP,NA CHACARA FILMES LTDA - EPP
4680,3492,ADONIAS BOMFIM & CIA LTDA,ADONIAS BOMFIM ME
4681,3134,INSTITUTO DE ESTUDOS DE TELEVISÃO,NELSON HOINEFF PRODUCOES ARTISTICAS EIRELI ME
4682,52662,RTV FILMES LTDA,R.L. DE ARRUDA FILHO - FILMES - ME
4683,50261,M&L PRODUÇÕES ARTÍSTICAS LTDA,FELPS PRODUÇÕES ARTISTICAS LTDA.
4684,52141,C & C PRODUCOES E SHOWS LTDA,FELPS PRODUÇÕES ARTISTICAS LTDA.
4685,27603,PAISAGEM DIGITAL COMUNICAÇÃO MULTIMÍDIA,PROSPERIDADE COMUNICAÇÃO E FILMES LTDA
4686,31487,MACROVISION PRODUÇÕES COMERCIO E SERVIÇOS DE VIDEO LTDA ME,MAC PRODUÇÕES EM VÍDEO E COMERCIO LTDA
4687,31110,PG MUSIC PRODUÇÕES ARTÍSTICAS E CULTURAIS LTDA,ASSOCIAÇÃO CULTURAL CINECLUBE ARAUCÁRIA
4688,48772,DUNAS TELECOMUNICAÇÕES LTDA,A P C DA COSTA - ME
4689,44052,IMAGINA - PROCESSOS CRIATIVOS E MOBILIZAÇÃO LTDA,REDE IMAGINA
4690,46854,ASSOCIAÇÃO ESCOLA E CULTURA EM FOCO,CELTA PRODUÇÕES ARTISTICAS LTDA ME
4691,40765,MAR DE MORROS CINEMATOGRÁFICA LTDA,EL RENO FITAS CINEMATOGRÁFICAS LTDA
4692,32475,MH FILMES LTDA - ME,KNAUTH GESTÃO DE NEGÓCIOS LTDA-ME
4693,35766,ICON- EDUCAÇÃO E PRODUÇÃO DE CONTEÚDOS LTDA.,WOWL CONTEÚDOS E FRANCHISING LTDA
4694,49584,FILMJOIN STUDIO DIGITAL COLABORATIVO LTDA,BROTHER ENTRETENIMENTO LTDA - ME
4695,23736,SPLIT CRIAÇÕES AUDIOVISUAIS LTDA,SPLIT STUDIO PRODUÇÕES AUDIOVISUAIS LTDA.
4696,25764,CORREIO DO SUL EMPRESA JORNALISTICA LTDA - ME,C.S. EMPRESA JORNALISTICA ME LTDA
4697,35272,IDADE DA PEDRA PRODUÇÕES GRÁFICAS LTDA,COLETIVO 105 COMUNICACAO E PRODUCAO LTDA
4698,52600,BARÕES PRODUTORA LTDA,ALISON HENRIQUE MIOTO 09525745945
4699,40606,A.M.R. COMUNICAÇÃO AUDIOVISUAL LTDA.,VOLKEN FILM LTDA.
4700,3747,TELEVISAO MORENA LIMITADA,TELEVISAO CENTRO AMERICA LTDA
4701,2772,ESPLANADA CINEMATOGRÁFICA LTDA,CINEMAS ALVORADA DIVERSÕES LTDA
4702,2827,ALVORADA CINEMATOGRAFICA INTERNACIONAL LTDA,CINEMAS ALVORADA DIVERSÕES LTDA
4703,47293,CDO COMUNICACAO LTDA,IDE PRODUCTIONS LTDA
4704,28196,BLUES CONTENT PRODUÇÕES LTDA.,BLUES FILMES PRODUÇÕES LTDA-ME
4705,40676,MOVIES PRODUÇÕES AUDIO E VIDEO LTDA - ME,CLAKET PRODUÇÕES AUDIO E VIDEO LTDA ME
4706,572,RPJ PRODUTORES ASSOCIADOS LTDA,CYGNUS MEDIA LTDA
4707,48450,AARTI TECNOLOGIA E CONTEUDO LTDA,INFFINITO NUCLEO DE ARTE E CULTURA
4708,20478,COMO SE FAZ PRODUÇÕES LTDA EPP,NOZ CONTENTS PRODUTORA LTDA
4709,5654,REDECINE-CPQ CINEMATOGRÁFICA LTDA,REDECINE SUL CINEMAS LTDA.
4710,43781,REDECINE PINDAMONHANGABA CINEMAS LTDA,REDECINE SUL CINEMAS LTDA.
4711,295,IMAN - IMAGENS ANIMADAS LTDA,ANIMANDO PRODUÇÕES ARTÍSTICAS LTDA.
4712,51076,EEE HI CRIAÇÃO E DIREÇÃO ARTISTICA LTDA,HISTÓRIAS INCRÍVEIS FILMES LTDA
4713,45321,ESTÚDIO TREMA ANIMAÇÃO DIGITAL LTDA,RENAN TELÖKEN STEIN MOTIO DESIGN
4714,23633,DDK DIGITAL LTDA - EPP,CENTELHA FILMES E PRODUÇÕES CULTURAIS LTDA - ME
4715,44960,HF TECNOLOGIA LTDA,CMM TECNOLOGIA LTDA
4716,13904,SANTUÁRIO FILMES LTDA ME,NEBULOSA FILMES LTDA.-ME
4717,3258,DIGITALLCINE PRODUÇÕES CINEMATOGRÁFICAS LTDA,DGC PRODUÇÕES CINEMATOGRÁFICAS LTDA - ME
4718,13613,RAIN NETWORK REPRESENTAÇÃO COMERCIAL LTDA,INDIE RECORDS LTDA
4719,2733,ESPAÇO DE CINEMA JUIZ DE FORA LTDA,CINEMA ARTEPLEX LTDA.
4720,47520,NETCINE ASSESSORIA DE NEGOCIO E INGRESSOS LTDA,REDECINE BSB CINEMATOGRÁFICA LTDA
4721,22729,REDECINE VALINHOS CINEMATOGRÁFICA LTDA,REDECINE BSB CINEMATOGRÁFICA LTDA
4722,24536,REDECINE MOGI GUAÇU CINEMATOGRÁFICA LTDA,REDECINE BSB CINEMATOGRÁFICA LTDA
4723,31741,REDECINE GRANJA VIANNA ADMINISTRADORA SPE LTDA,REDECINE BSB CINEMATOGRÁFICA LTDA
4724,15833,CINE A LTDA,CINE A BRAGANCA PAULISTA LTDA
4725,39117,NUVEM - CONTEÚDO CRIATIVO LTDA,AZULPETROLEO PRODUCOES CINEMATOGRAFICAS LTDA
4726,22519,PAULO FRANCISCO PERES LUCAS ME,2.2 PRODUÇÕES ARTÍSTICAS E ENTRETENIMENTO LTDA
4727,43297,ASSOCIACAO PROGRAMA MACONARIA NA TV,SAMUEL MINEIRO DA TRINDADE 02919865951
4728,35079,GOGO PRODUCAO DE FILMES LTDA - ME,MARCOS LOPES DA SILVA
4729,12,ASSOCIAÇÃO REVISTA DO CINEMA BRASILEIRO,INDIANA PRODUÇÕES CINEMATOGRÁFICAS EIRELI - ME
4730,23490,LITTLE BOX FILMES - ME,DAZA PRODUÇÃO CULTURAL LTDA ME
4731,46499,YNNOVADORES PUBLICIDADE LTDA,AGENCIA PRAVDA DE PUBLICIDADE LTDA
4732,41197,CAIO BUNI GOMES DE SOUZA 33968102878,WOLF CONNECTION LTDA.
4733,24534,REDECINE BSB CINEMATOGRÁFICA LTDA,REDECINE TOTAL CINEMATOGRÁFICA LTDA
4734,43781,REDECINE PINDAMONHANGABA CINEMAS LTDA,REDECINE TOTAL CINEMATOGRÁFICA LTDA
4735,44914,REDECINE RIO GRANDE CINEMATOGRAFICA LTDA,REDECINE TOTAL CINEMATOGRÁFICA LTDA
4736,51253,BENEDETTO AGENCIA DIGITAL LTDA,MADRE MIA FILMES LTDA ME
4737,5736,REALIZART PRODUÇÃO AUDIOVISUAL LTDA,TAMBKE FILMES LTDA
4738,47322,ODUN FILMES PRODUCAO AUDIOVISUAL LTDA,EMPRESA DE CINEMA E AUDIOVISUAL DE SÃO PAULO S.A.
4739,45164,BRASCONECT INFORMÁTICA LTDA,G6 TELECOMUNICAÇÕES LTDA
4740,48333,LADYBIRD PRODUCAO DE FILMES LTDA.,SEIVA PRODUCAO DE FILMES LTDA
4741,21461,FM PRODUÇÕES LTDA,PÉ NA ESTRADA FILMES LTDA
4742,26655,KONDZILLA FILMES LTDA,KZMP GRAVADORA MUSICAL LTDA
4743,47522,CURSOS CRESCENT LTDA,UNITV PRODUTORA LTDA
4744,65,JOÃO DANIEL FILMES LTDA,RADAR CINEMA E TELEVISÃO LTDA
4745,17376,UAU CINE TV LTDA,UAU FILMES LTDA
4746,46893,CINEMATOGRAFICA CINEMA UBA LTDA,CINE VEREDAS BOULEVARD LTDA
4747,1288,PAULO PÉLICO - ME,CASA JABUTICABA DE CINEMA E TEATRO LTDA
4748,39288,TABA FILMES PRODUÇÕES CINEMATOGRÁFICAS LTDA,CASA DE TEATRO PRODUÇÕES ARTISTICAS LTDA
4749,5463,ESCOLA DE ATORES WOLF MAYA LTDA,WCM PRODUÇÕES S/C LTDA
4750,28099,MARCELO MARTINS RODRIGUES PRODUÇÕES - EPP,MM VÍDEO PRODUÇÕES COMÉRCIO IMPORTAÇÃO EXPORTAÇÃO LTDA
4751,12751,IMAGEM PRODUÇÕES E SERVIÇOS LTDA.,R G SALAME PRODUÇÕES
4752,2754,SOCIEDADE RADIO EMISSORA PARANAENSE SA,RPC MIDIA LTDA
4753,24694,VICE HOLDING DO BRASIL LTDA,VICE PRODUTORA DE VIDEO LTDA.
4754,22364,ENCRIPTA S/A,TRUETECH S/A
4755,40163,5PONTO3 DIGITAL LTDA,VTCINE DIGITAL PRODUÇÃO E FINALIZAÇÃO CINEMATOGRAFICA LTDA-EPP
4756,22958,HELIFALLS ENTRETENIMENTOS LTDA,HELISUL TAXI AEREO LTDA
4757,22776,REVELAÇÃO PRODUÇÕES ARTÍSTICAS LTDA,J&M PRODUÇÕES ARTISTICAS LTDA.
4758,22773,AUDIOMIX RECORDS E MIDIA LTDA,ROMANCE PRODUÇÕES ARTÍSTICAS LTDA
4759,41614,JANIO CESAR DE MEDEIROS,SOL TELECOM SERVICOS DE TELEVISAO LTDA - ME
4760,36909,DESPPH - DESPERTANDO O POTENCIAL PSIQUICO HUMANO LIMITADA,JEMASTÊ FILMES LTDA - ME
4761,31290,PULP-PRODUTORA AUDIOVISUAL E SERVICOS LTDA,PULP SOLUCOES AUDIOVISUAL E PRODUCAO LTDA - ME
4762,30936,PWA AUDIOVISUAL PRODUÇÕES LTDA.,PHIL MILER PRODUÇÕES LTDA.
4763,43831,SAM TRANSMEDIA PRODUTORA LTDA,A00 PRODUÇÕES LTDA.
4764,34179,CINEMATOGRAFICA BOITUVA LTDA ME,CINEMATOGRAFICA ARACRUZ LTDA ME
4765,46317,A B DA SILVA,AB DA SILVA & CIA LTDA - ME
4766,1500,CANAL BRAZIL S/A,TELECINE PROGRAMACAO DE FILMES LTDA
4767,44,NBCUNIVERSAL NETWORKS INTERNATIONAL BRASIL PROGRAMADORA S/A,TELECINE PROGRAMACAO DE FILMES LTDA
4768,5755,EDITORA GLOBO S.A.,TELECINE PROGRAMACAO DE FILMES LTDA
4769,45757,RTRG2019 PRODUCOES ARTISTICAS LTDA,CAMISA TREZE CULTURAL LTDA
4770,347,BAMBOO PRODUÇÕES E PUBLICIDADE LTDA,VIKTOR JUNOD JUNIOR - ME
4771,42297,GABRIEL MUNIZ CARNEIRO 39560364847,GABRIEL MUNIZ CARNEIRO
4772,4404,EMPRESA CINEMATOGRÁFICA CAMPO GRANDE,GM ARAUJO CINEMATOGRAFICA LTDA
4773,43961,FABIANO FOGGIATO GODINHO,CUSCO PRODUTORA AUDIOVISUAL LTDA
4774,890,FILMART PRODUÇÕES ARTISTICAS LTDA,GRIFA FILMES LTDA
4775,16147,ATHOS DE OLIVEIRA ROJAS ME,EMOTION PRODUTORA DE VIDEO LTDA ME
4776,14130,TRAMPOLIM FILMES PRODUÇÕES E COMUNICAÇÃO LTDA,PRODUX PRODUÇÕES AUDIOVISUAIS
4777,41248,HATHOR MARKETING PROMOÇÃO E EVENTOS EIRELI EPP,LC BIGARDI MARKETING EPP
4778,32232,L4 PRODUÇÕES LTDA - ME,MILENA A. MAGANIN MIDIAS DIGITAIS ME
4779,46999,LUCIANA L OPERTI PRODUÇÕES CINEMATOGRÁFICAS LTDA ME,CAZUÁ PRODUÇÕES CULTURAS LTDA ME
4780,1140,INFFINITO NUCLEO DE ARTE E CULTURA,AARTI TECNOLOGIA E CONTEUDO LTDA
4781,20665,TRUETECH S/A,ENCRIPTA S/A
4782,35998,PINHO PRODUÇÕES CULTURAIS LTDA,CASA REDONDA PRODUCOES CULTURAIS EIRELI
4783,19845,JOSUÉ´S CINE SAMONTE LTDA.,JOSUE´S CINE & FOTO LTDA
4784,27021,B-TEK IMAGENS LTDA,BRUNO DE OLIVEIRA VIANNA COSTA -ME
4785,19856,ASSOCIAÇAO CULTURAL SIMBORA,BRAZUCAH PRODUÇÕES CULTURAIS LTDA-ME
4786,38520,4 ASAS PRODUCOES LTDA - ME,ANA CATARINA ROCHA TELES 09015502722
4787,29591,OCA STUDIOS INVESTIMENTOS E PRODUÇÕES AUDIOVISUAIS S.A,OCA CONTENT PRODUÇÕES S.A.
4788,50796,SISTEMA FACTUAL DE COMUNICAÇÃO LTDA,GONÇALVES CORDEIRO PROPAGANDA E MARKETING LTDA
4789,36999,CINE ELI SP CINEMAS LTDA,GRUPO CINE MARANGUAPE - SALA 02
4790,2836,EMPRESA SAO LUIZ DE CINEMAS LTDA,GRUPO CINE MARANGUAPE - SALA 02
4791,48743,DNART EMPREENDIMENTOS ARTISTICOS LTDA,LH EMPREENDIMENTOS ARTÍSTICOS LTDA - ME
4792,30653,PEDRO FELIPE LEITE CARCERERI 06476528629,OLD MAN ARTES LTDA
4793,16409,BROTHER ENTRETENIMENTO LTDA - ME,FILMJOIN STUDIO DIGITAL COLABORATIVO LTDA
4794,44530,MARCAS E MÁQUINAS PRODUÇÕES LTDA,OLIVIDEO PRODUÇÕES EIRELI - ME
4795,24025,CINE SÃO MATEUS LTDA,CINEMATOGRÁFICA GUARAPARI LTDA
4796,15044,CONTENTE PRODUÇÕES LTDA.,ESTUDIO FLIPERAMA LTDA
4797,30860,SERVICOS COMPARTILHADOS DE PRODUCAO DE FILMES LTDA,CITIZENCRANE - PRODUCOES CINEMATOGRAFICAS LTDA - ME
4798,3293,NEWCO PROGRAMADORA E PRODUTORA DE COMUNICACAO LTDA.,REDE 21 COMUNICACOES S.A.
4799,32985,TURNING PROCESSAMENTO DE DADOS E IMAGENS LTDA,KESEF PRODUTORA DE FILMES E CONTEÚDO LTDA
4800,68,TURNING POINT PRODUCOES EIRELI,KESEF PRODUTORA DE FILMES E CONTEÚDO LTDA
4801,1474,CARMELA CONTÉUDOS PRODUÇÕES LTDA,DANIELA REGINA CONDE ME
4802,26672,MIDIA FILMES LTDA,DOMINOS FILMES LTDA - ME
4803,14506,CASA DE TEATRO PRODUÇÕES ARTISTICAS LTDA,TABA FILMES PRODUÇÕES CINEMATOGRÁFICAS LTDA
4804,18805,QUEROSENE FILMES LTDA - ME,LETS BURN FILMES SERVIÇOS E PRODUÇÕES CINEMATOGRÁFICAS LTDA ME
4805,506,ELIMAR PRODUÇÕES ARTÍSTICAS LTDA,FOGO AZUL FILMES LTDA
4806,13636,O2 FILMES PUBLICITÁRIOS LTDA.,O2 CINEMA LTDA
4807,38236,C A V LEMOS E CIA LTDA - ME,MB EXIBICOES CINEMATOGRAFICAS GOIANESIA LTDA
4808,28561,C A VIEIRA LEMOS E CIA LTDA,MB EXIBICOES CINEMATOGRAFICAS GOIANESIA LTDA
4809,37280,LEMOS & MORAIS LTDA - ME,MB EXIBICOES CINEMATOGRAFICAS GOIANESIA LTDA
4810,44414,CINE LASER NORTE CINEMA LTDA,CINE LASER CINEMAS NORDESTE LTDA
4811,30680,P.NETTO E MEDEIROS LTDA ME,BERTONI COMUNICAÇÃO E EVENTOS EIRELI ME
4812,1563,FABIANO GRENDENE DE SOUZA,RAINER CINE LTDA
4813,34904,JOSE GRACILDO MELO JUNIOR 09627706710,J G MELO JUNIOR
4814,21957,FACE FILMES BRASIL LTDA ME,GRUPO MAIS DE COMUNICAÇÃO INTEGRADA E MARKETING LTDA - ME
4815,3681,SAMBATANGO FILMES LTDA,BR PRODUÇÕES EIRELI-ME
4816,4565,VINÍCIUS DA R. MOREIRA,FOR PLUS PROPAGANDA LTDA
4817,34179,CINEMATOGRAFICA BOITUVA LTDA ME,CINE SÃO MATEUS LTDA
4818,27835,STEFANIA REGIS NOGUEIRA,MARTE SERVICOS DE PRODUCOES CINEMATOGRAFICAS E ARTISTICAS LTDA - EPP
4819,44914,REDECINE RIO GRANDE CINEMATOGRAFICA LTDA,REDECINE SANTOS CINEMATOGRAFICA LTDA
4820,2723,VAGALUZES FILMES LTDA,IMAGEM.DESEJO PRODUÇÕES ARTÍSTICAS
4821,50242,BAIANASYSTEM PRODUÇAO MUSICAL LTDA ME,MAQUINA DE LOUCO EDICOES MUSICAIS LTDA
4822,23696,KAPPAMAKKI PRODUÇÕES ARTÍSTICAS LTDA,MAQUINA DE LOUCO EDICOES MUSICAIS LTDA
4823,39374,MGT - TECNOLOGIA EM IMAGENS DIGITAIS LTDA,HH PRODUCAO E TECNOLOGIA DE IMAGENS PUBLICITARIAS LTDA
4824,47830,MOBI CINE GURUPI LTDA,LEMOS & MORAIS LTDA - ME
4825,13613,RAIN NETWORK REPRESENTAÇÃO COMERCIAL LTDA,MEGACINE EDIÇÃO DE SOM MIXAGEM LTDA.
4826,17748,ASSOCIAÇÃO POLO RIO CINE VIDEO E COMUNICAÇÃO - RIOCOM,MEGACINE EDIÇÃO DE SOM MIXAGEM LTDA.
4827,749,UNITED CINEMAS INTERNATIONAL BRASIL LTDA.,UCI RIBEIRO LTDA
4828,2224,HYPER MIDIA EDITORA- EIRELI,LD LABORATÓRIO DE DESENHOS LTDA
4829,14995,MEIA PIPA PRODUÇÕES ARTISTICAS E CINEMATOGRÁFICAS LTDA.,ZOLA FILMES LTDA
4830,5649,CINEMANIACA EXIBIDORA DE FILMES CINEMATOGRÁFICOS LTDA-ME,CINEMINAS EXIBIDORA LTDA ME
4831,3136,MSA EMPRESA CINEMATOGRÁFICA LTDA,EMPRESA CINEMATOGRÁFICA ARAÇATUBA LTDA
4832,42233,GALERIA DISTRIBUIDORA AUDIOVISUAL LTDA,DIAMOND FILMS AMERICA PRODUCAO E DISTRIBUICAO AUDIOVISUAL LTDA
4833,39591,JRE GAME STUDIO LTDA,ELVIS DA SILVA MARTINS ME
4834,19918,ALISSON MANOEL ARENA MAIA & CIA LTDA-ME,ARENA CINEMATOGRAFIA LTDA
4835,4061,RADIO MIRANTE DO MARANHAO LTDA,TELEVISAO MIRANTE LTDA
4836,42593,LETS BURN FILMES SERVIÇOS E PRODUÇÕES CINEMATOGRÁFICAS LTDA ME,QUEROSENE FILMES LTDA - ME
4837,36748,BUTIKIN FILMES LTDA,SATANTANGO FILMES LTDA
4838,28660,CLARO S.A.,EMBRATEL TVSAT TELECOMUNICACOES SA
4839,44012,"CONTAINER MEDIA E ENTRETENIMENTO, SERVIÇOS E REPRESENTAÇÕES LTDA",PBI - PROGRAMADORA BRASILEIRA INDEPENDENTE S.A
4840,34412,HANA PAULA DE OLIVEIRA 03834394939,DURVA LTDA
4841,47860,PARKER PRODUCOES AUDIOVISUAIS LTDA,BARRY COMPANY PRODUÇÕES AUDIOVISUAIS LTDA
4842,3293,NEWCO PROGRAMADORA E PRODUTORA DE COMUNICACAO LTDA.,RADIO E TELEVISAO RIO NEGRO LTDA
4843,33414,PRODUTORA BRASILEIRA DE ARTE E CULTURA LTDA.,PRODUTORA CANARINHO DE ARTE E CULTURA LTDA
4844,30044,VAPT FILMES PRODUÇÕES EIRELI ME,EDGARD SOARES FILMES LTDA
4845,24619,H20 PRODUÇÕES LTDA,SRS PLANET CINEMAS LTDA
4846,49630,BLACK EYE ENTRETENIMENTO LTDA,LUA AZUL FILMES LTDA
4847,41674,TELEVISÃO BANDEIRANTES DO PARANÁ LTDA,ASTARTE PRODUTORA LTDA.
4848,20529,VEREDA INTERNACIONAL AUDIOVISUAL LTDA,CONSPIRAÇÃO FILMES ENTRETENIMENTO 3º MILÊNIO LTDA.
4849,3667,UNCAVE FILMES E PRODUCOES LTDA,PHOCUS PROPAGANDA E MARKETING LTDA
4850,17946,VERTICAL VIDEO LTDA - ME,SERTEL VÍDEO LTDA - ME
4851,40163,5PONTO3 DIGITAL LTDA,SERTEL VÍDEO LTDA - ME
4852,26996,TREMENDÃO PRODUCOES E EVENTOS LTDA EPP,ECRA REALIZAÇÕES ARTÍSTICAS LTDA
4853,22187,C4L COMUNICACAO AUDIOVISUAL LTDA - EPP,KARDMAN COMUNICAÇÃO AUDIOVISUAL LTDA
4854,25580,CORUJAS PRODUÇÃO DE FILMES LTDA-EPP,IMMAGINARE ARTE TÉCNICA EM VÍDEO LTDA
4855,1082,NEANDERTHAL MB CINEMA S/C LTDA.,KINEMOTUS FGB CINEMA TV LTDA.
4856,37601,CINE ELI PARAÍBA CINEMAS LTDA,EMPRESA SAO LUIZ DE CINEMAS LTDA
4857,2872,EMPRESA CENTERPLEX DE CINEMAS LTDA,EMPRESA SAO LUIZ DE CINEMAS LTDA
4858,16321,EMPRESA DE CINEMAS FORTALEZA LTDA,EMPRESA SAO LUIZ DE CINEMAS LTDA
4859,38795,GUARÁ PRODUÇÕES CINEMATOGRÁFICAS LTDA,CAMBARA LTDA
4860,17271,COMERCIAL FONOGRAFICA RGE S/A,EDITORA GLOBO S.A.
4861,4727,GLOBO COMUNICACAO E PARTICIPACOES S/A,EDITORA GLOBO S.A.
4862,15774,MULTIMIDIA TV A CABO LTDA,ABETELMIM - ASSOCIAÇÃO BRASILEIRA DAS EMPRESAS DE TELECOMUNICAÇÕES
4863,31711,TRIBBO PRODUÇÕES CINEMATOGRAFICAS LTDA - EPP,TRIBBO POST FINALIZAÇÃO DE FILMES LIMITADA
4864,24231,CINEMAGIC VITORIA CINEMAS LTDA - ME,CRYK CINEMA BACAXA LTDA
4865,28,INSTITUTO CULTURA EM MOVIMENTO - ICEM,MEIOS DE PRODUÇÃO E COMUNICAÇÃO LTDA
4866,44113,R R MARTINS,RAROMA FILMES E PRODUÇÕES CINEMATOGRÁFICAS EIRELI
4867,27124,CUKA FILMES LTDA - ME,NO AR PRODUTORA LTDA ME
4868,32550,CEBOLA FILMS LTDA ME,ONNION - CREATE AND TRAINING LTDA
4869,1214,CPC - CENTRO DE PRODUÇÃO CULTURAL LTDA.,NO PROBLEM PRODUÇÕES ARTÍSTICAS LTDA
4870,14491,LUMINA PRODUÇÕES LTDA,ACESA PRODUÇÕES I LTDA
4871,51483,HUMAN RIGHTS FILMES LTDA,BERIMBAU FILMES LTDA - EPP
4872,21283,LAURA DIAS DALCANALE PEREIRA ALVES,ARTE LUX PRODUÇÕES CINEMATOGRÁFICA LTDA.
4873,30619,BUZZ CCS PRODUCOES LTDA,F & J PRODUÇÕES LTDA - ME
4874,31640,OESTE CINEMA LTDA,COOPERATIVA AUDIOVISUAL DO VELHO OESTE
4875,19555,DOUGLAS F S GAIA PRODUÇÕES,DOUGLAS GAIA PRODUÇÕES
4876,2739,STAR MULTICINEMAS LTDA,DAC PARTICIPAÇÕES LTDA
4877,13758,INSTITUTO CULTURAL MAURICIO DE SOUSA,LOJINHA DA MÔNICA LTDA
4878,16012,MIRADA FILMES LTDA,BEIRADA PRODUCOES ARTÍSTICAS LTDA
4879,36009,CRAB! CONTEUDOS AUDIOVISUAIS LTDA-EPP,GALE FILMES LTDA
4880,32648,BARRACELL PRODUCOES ARTISTICAS LTDA,ASSOCIACAO PRO-ESPORTE E CULTURAL LTDA
4881,42553,WM HIGH DEFINITION PRODUÇÕES EIRELI,WMHD PRODUÇÕES EM ALTA DEFINIÇÃO LTDA
4882,38976,CEARÁ FILMES E PRODUÇÕES LTDA - ME,CEARA FILMES VSF EIRELI
4883,28791,INSTITUTO ODEON,ODEON COMPANHIA TEATRAL - EIRELI - ME
4884,23912,IMAGO AUDIOVISUAL LTDA ME,NERVO ÓPTICO CRIAÇÃO DE TEXTOS E PRODUÇÃO DE FILMES LTDA ME
4885,3103,EMPRESA CINEMATOGRÁFICA ARAÇATUBA LTDA,MSA EMPRESA CINEMATOGRÁFICA LTDA
4886,3132,CINEMAS ALVORADA DIVERSÕES LTDA,MSA EMPRESA CINEMATOGRÁFICA LTDA
4887,2772,ESPLANADA CINEMATOGRÁFICA LTDA,MSA EMPRESA CINEMATOGRÁFICA LTDA
4888,11868,RESERVA NACIONAL DISTRIBUIDORA DE FILMES LTDA.,RESERVA CULTURAL DE CINEMA LTDA.
4889,25591,HERBERT BIANCHI PRODUÇÕES ARTÍSTICAS - ME,SUBLIMINAR REALIZAÇÃO ARTÍSTICA LTDA
4890,42227,AMARANTOS ELEVA LTDA ME,KAPPAMAKKI PRODUÇÕES ARTÍSTICAS LTDA
4891,47766,MAQUINA DE LOUCO EDICOES MUSICAIS LTDA,KAPPAMAKKI PRODUÇÕES ARTÍSTICAS LTDA
4892,18569,MP CINEMAS EIRELI,VALE DO CAFÉ CINEMAS LTDA
4893,53177,MONSTRO PRODUTORA DE AUDIOVISUAIS LTDA,BM3 STUDIO PRODUTORA DE AUDIOVISUAIS LTDA.
4894,11740,TIAGO FRANCISCO SCHENK IMAGENS - ME,STUDIO FLY SOLUCOES LTDA
4895,48444,CAPITANO ENTRETENIMENTO E PRODUCOES LTDA,BLOOD CINEMATOGRAFICA ­ EIRELI ­ ME
4896,45726,MARCOS SERGIO BECHTOLD PRODUTORA,ELEMENTO - FILMES E PRODUCOES AUDIOVISUAIS LTDA - EPP
4897,51912,INSTITUTO UNIBANCO,INSTITUTO MOREIRA SALLES
4898,47830,MOBI CINE GURUPI LTDA,C A VIEIRA LEMOS E CIA LTDA
4899,29044,LAXMI PRODUÇÃO E FINALIZAÇÃO AUDIOVISUAL LTDA,PARQUE COMUNICACAO LTDA
4900,52612,FERVEDOURO PRODUCOES CINEMATOGRAFICAS LITERARIAS E CULTURAIS UNIPESSOAL LTDA,PALHA & ENTRETENIMENTOS - CASA DE CRIAÇÃO PRODUÇÕES LTDA - ME
4901,18403,FINISH PRODUTORA AUDIOVISUAL LTDA,CHRISTIAN LUDTKE LTDA
4902,52371,LUA AZUL FILMES LTDA,BLACK EYE ENTRETENIMENTO LTDA
4903,4147,RAINER CINE LTDA,FABIANO GRENDENE DE SOUZA
4904,52223,DEROULL FLORIPA PRODUÇÕES LTDA,SIMONE PINTO BASTOS PRODUÇÕES ME
4905,2336,RESERVA CULTURAL DE CINEMA LTDA.,TAG CULTURAL DISTRIBUIDORA DE FILMES LTDA
4906,42660,PINHAL & ALMEIDA FILMES E MARKETING DIRETO LTDA - ME,RPM COMUNICACAO DIGITAL EIRELI
